"y","Intercept","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49"
0,1,-0.127246233633974,0.446234027610862,0.344728629169683,0.381922783618442,0.153927612360297,-0.0245324110620732,0.492059012228393,0.206331915730736,-0.0136243983250798,0.331650353933946,0.570504222405346,0.652160952849487,0.782490572829297,0.893912790313331,0.716276006022591,0.695539105204794,0.41911230466604,0.150137590130235,-0.348289545187512,-0.37988979803473,-0.483611272389075,-0.359193727433217,-0.212352105474662,-0.694145472324658,-0.919118004377536,-0.98459568081889,-1.2486140710359,-0.696455247119741,-0.362726772772093,0.331158789592691,0.43951464354447,0.331367438223082,0.753643439933427,0.493862696498766,-0.0917592990986583,-0.544759461007165,-0.427840070527884,-0.0800558873509769,-0.233427409335456,-0.529364427057908,-0.887054413503014,-0.292194402155129,-0.334400518922796,-0.209985254532761,0.197283826051296,-0.0109294672144564,0.24992895930019,-0.0262970273642523,0.0938138390803693
0,1,-0.558802099208867,-0.774852479891151,-0.876497413543974,-0.890069317359436,-0.637755034609632,-0.654860120123776,-0.922455467703961,-0.859939469511073,-1.20811502449719,-1.31245829784845,-1.48794547127593,-1.59488476900395,-1.74631223097137,-1.284154405583,-1.30674504268622,-0.670315856195435,-0.591956112735512,-0.563489615907778,-0.294393022497584,-0.132723516896102,-0.324913413584355,-0.446829626625613,-0.738254008421532,-0.821082587440678,-1.06159279524981,-0.65582202281511,-1.14324535658098,-0.973397505796337,-0.851577666540076,-0.60483518376255,-0.774991680043763,-0.655169555758215,-0.767843944949161,-1.11376907675802,-0.94790958758262,-1.19058942982922,-0.804699230080165,-0.911187332576351,-1.20132552979689,-0.977414909857138,-0.718803780343084,-0.871824533661509,-0.887693964090695,-1.19148299285201,-0.841451016890948,-0.766759617199674,-0.700672513542926,-0.799683051341338,-0.624121085625049
1,1,-0.471358928535438,-0.212067706239507,-0.0220208258985796,0.198012564234273,0.105658459660167,-0.162365668372563,-0.245615050660771,-0.84139643081278,-0.951206037199229,-0.55746853397444,-0.170974769813035,0.223295356865559,-0.149839386959181,0.455208302996531,0.429511016004267,0.419461528992782,0.056274315909313,-0.0560592489154275,-0.411042721698822,0.349783188253932,0.735495538534533,0.999497957414052,1.05974698127252,0.718262990927074,1.13655655511093,0.908490108520842,0.943025028022191,0.823681038250615,0.60585167259761,0.378560796498894,0.0658543160411672,0.20698745476404,0.600345903555215,0.511345402995021,0.601789894071676,0.484688308623726,1.28775908218008,0.932077587599949,0.719442844307962,0.898778184447137,1.5413633525832,1.6134767574865,1.28576931344687,1.45845346351314,1.48832080130679,1.43158955528931,0.992423567306239,1.37376112095883,1.08286758815417
1,1,1.58448173280291,1.90809347316323,1.88971417700419,2.13309077514732,2.2168982611031,1.85244832745634,1.89117543467821,2.20471527270709,1.70974034023919,1.49135083874229,1.13184919276179,1.09814796295656,1.22718407626072,0.967115622149714,1.1336235736789,0.926097463322635,1.05298572752218,1.17490598532759,0.74357777155622,0.288204059052885,0.66037243700465,0.572903327037274,0.335826818779552,0.264859762596073,0.497284244877907,0.851915259336274,0.913862666212594,1.23220801641503,1.57165221812818,1.8100095071553,2.08587267850483,2.15013634267866,2.04892867103278,1.92474258365164,1.88980173417632,1.5186842987546,1.37759353082293,1.12190386987409,1.03173404713038,0.889010998152276,1.3412687188952,1.5675910988985,1.99770149624861,1.63323862066691,1.80301274781461,1.20898259820328,1.05882605988667,0.491803450987519,1.11669953384687
1,1,0.744204354370081,0.637544932111861,0.995305732723446,1.31608697726164,1.71968628803133,1.43928541421678,1.72756097843788,1.7432042128162,1.65761537412462,1.61429081687396,1.40305701664878,1.05461808024121,0.547490319306406,0.302449770523404,0.277105455907517,0.541420569798021,0.782071204045252,1.31679879032938,1.47272479278486,1.34473081667766,1.24603858983401,1.45656664300217,1.69927404115619,1.37042929583654,1.06800193626591,0.800510603390051,0.691010824688693,0.585467378615935,0.990726184966751,1.37565094240299,0.985191014834572,1.21305182369792,0.788521859328797,1.02970256825317,1.2935120890856,1.02528995330427,0.758547242263072,0.660057886999756,-0.183408001269926,-0.0420624208980389,-0.0911115791956156,-0.584016815982047,-0.657906481481316,-0.578671139563563,-1.21865413485832,-1.11979524032254,-1.47504563224124,-0.734623367938307,-0.600960029983931
0,1,2.30438854772605,2.24291470832091,2.02908207057422,1.82187134753562,1.48110957098961,1.2594970443928,1.30751262714305,1.26846965157354,0.955450571180386,0.373757244413949,0.0635160590365351,0.10121986253031,-0.437906567610049,-0.457797957878661,-0.168984060841269,-0.372327324538367,-0.435916359405512,-0.516870195970637,-0.193434000410105,-0.0836657550197598,-6.86343136888784e-05,0.428713157041931,0.245406368840497,0.329709253399923,0.0728260603856214,0.352539426442329,-0.540880467071997,-0.144504025014412,-0.024028509597298,-0.252913022451255,-0.396383590251511,-0.647826945653458,-1.17598647783504,-1.86576770155665,-2.22922823549877,-1.8197153688186,-1.52746070009519,-1.29177143952306,-1.06686633642843,-1.02248304516857,-1.39698421601259,-1.75726009897085,-1.63172959498186,-1.64058535818846,-1.79044395459959,-1.85496002999558,-2.41898631931838,-2.35223607657203,-2.59115077887405
1,1,0.343007520203582,0.557092245101024,0.650275450625089,0.335152046579678,-0.0465235485016086,-0.350983995775071,-0.193680487569575,-0.532190869977477,-0.613771307022383,-1.18115882087497,-1.28644678022539,-1.30640686278248,-0.398892487952791,-0.121537601425098,0.137734690788812,0.126030555775019,-0.012476740976582,0.676763919359867,0.18224476588373,0.0932767625889061,0.0923752271878504,-0.221929592479592,-0.327301839930656,-0.00714365707043005,0.606172374055728,0.518747645339962,1.59348953903859,1.39536669877565,1.41720443915299,1.42380643493645,1.5629340224675,1.80043252263156,1.57004705292643,1.5073612338063,1.92437203805503,1.74961135365095,2.02727896530912,1.66822226226016,1.60447023295604,1.79299511195249,1.05629813318836,0.405301980029345,-0.280061313512703,-0.122218498420625,-0.893752957165343,-0.715060860616922,-0.423886608430255,-0.108635580746877,-0.0422086975195582
1,1,0.7958526476511,0.715753186113464,0.112735844634953,-0.266847263033916,-0.409130233876369,-0.848716609989656,-0.481875731732711,-0.853853058852119,-0.973178121195506,-1.16026674910316,-1.09308951892797,-0.78443942725717,-0.679185847703893,-0.9056055075884,-1.08200880914002,-1.14200273917009,-0.83652621867312,-1.14829860667899,-0.504420119033222,-0.13474784269712,-0.32345228317629,0.112285841457581,0.513048301116654,0.782369579119477,0.725513706593648,0.462984888745946,0.634095994272509,0.804630089228036,1.13147964698381,0.441958734469721,0.17609050095723,0.416083274416855,0.721679329607315,0.783099371002312,0.642454027211726,0.45871132765673,0.0222950703927963,-0.233607787323177,-0.521548222617702,-0.892760389329612,-1.04228183815542,-0.949812190464083,-0.472748486305867,-0.241299678742524,-0.769712777753543,-0.713101753608744,-0.710069671066222,-0.968514073146782,-1.42039905495082
0,1,0.663867815293218,1.17160028738605,1.29502388539301,0.856340334048992,0.420361008111503,0.485675898614825,0.423466395176784,-0.042482526135569,-0.22033337719245,0.194333870150485,-0.323436938424062,-0.527198570635283,-0.232998330981301,-0.481499273419511,-0.140216407518754,0.371246922999749,0.363664137232446,0.525974724803715,-0.0574869104527223,-0.025028524990618,0.196828774643757,-0.286682682895463,-0.563486252118726,-0.827054882218101,-0.333605794012275,-0.44420252234756,-0.21430970152175,-0.253908272634894,0.0573706391292717,-0.0827998026231477,0.424433157436454,0.745398464412222,0.551564678334909,-0.11763718149,-0.145639555816449,-0.0463326562354021,0.500016301661886,0.788674305843917,0.266391500106095,0.123930088456404,-0.328766051081736,-0.0821641939477498,0.24793912132751,0.665751535249778,0.774671687959638,0.684280018510189,0.703388047699301,0.216490166266645,0.247978196470225
1,1,0.966692048974439,1.62387542160682,1.56260233132155,1.52290524057842,1.68494945117582,1.61508251193224,1.90750185557679,1.96214903994375,2.13710584639796,2.17243481580559,1.99448056161282,1.74723870044584,1.92523667235966,1.60272840604693,1.58486447107573,1.33188479252505,0.863824055186246,0.475569450993074,0.518075122614826,0.349279212883001,0.195396402089119,-0.166243597232716,0.0311369747944983,0.158496393196147,0.596955359964649,0.320611298245951,0.362231458412525,1.03305601434508,1.24521993120815,0.923102396617217,1.33774401595759,1.48733439774712,1.29667799072095,1.40298911162971,1.62759982078856,1.52748269072941,1.89318214198075,1.77097756466476,1.96099295452811,1.57199851501322,1.32922140416351,1.22854613878854,1.32941633035283,1.47163258803126,1.86306897967203,2.0744986839369,2.17343151787505,1.95190008189322,1.65454082897997
